price_total,location,property_type,square_meters,construction_type,construction_year,floor_number,floor_type
220000,"Люлин 8, София",Многостаен апартамент в София,125 кв.м,Тухла,2001 г.,4 етаж,Not Available
220000,"Люлин 8, София",Многостаен апартамент в София,125 кв.м,Тухла,2001 г.,4 етаж,Not Available
184374,"Красна Поляна, София",Тристаен апартамент в София,102 кв.м,Тухла,2024 г.,8 етаж,Not Available
231762,"Красна Поляна, София",Многостаен апартамент в София,121 кв.м,Тухла,2024 г.,8 етаж,Not Available
196018,"Красна Поляна, София",Тристаен апартамент в София,103 кв.м,Тухла,2025 г.,2 етаж,Not Available
834173,"Бояна, София",Многостаен апартамент в София,244 кв.м,Тухла,2025 г.,4 етаж,Not Available
280000,"Овча Купел, София",Тристаен апартамент в София,105 кв.м,Тухла,2007 г.,4 етаж,Непоследен
210000,"Редута, София",Двустаен апартамент в София,72 кв.м,Тухла,2009 г.,3 етаж,Непоследен
216000,"Малинова Долина, София",Тристаен апартамент в София,146 кв.м,Тухла,2027 г.,4 етаж,Последен етаж
224460,"Младост 4, София",Тристаен апартамент в София,100 кв.м,Тухла,Not Available,5 етаж,Непоследен
295074,"Изгрев, София",Двустаен апартамент в София,63 кв.м,Тухла,Not Available,4 етаж,Непоследен
812308,"Изгрев, София",Многостаен апартамент в София,174 кв.м,Тухла,Not Available,5 етаж,Непоследен
888872,"Изгрев, София",Многостаен апартамент в София,190 кв.м,Тухла,Not Available,4 етаж,Непоследен
874793,"Изгрев, София",Многостаен апартамент в София,174 кв.м,Тухла,Not Available,6 етаж,Непоследен
168176,"Банишора, София",Двустаен апартамент в София,73 кв.м,Тухла,2025 г.,4 етаж,Непоследен
320000,"Център, София",Тристаен апартамент в София,92 кв.м,Тухла,1940 г.,3 етаж,Not Available
199800,"Зона Б5, София",Двустаен апартамент в София,70 кв.м,Тухла,2022 г.,7 етаж,Непоследен
166589,"Банишора, София",Двустаен апартамент в София,72 кв.м,Тухла,2025 г.,2 етаж,Непоследен
152743,"Банишора, София",Двустаен апартамент в София,66 кв.м,Тухла,2025 г.,7 етаж,Последен етаж
191419,"Люлин 5, София",Тристаен апартамент в София,118 кв.м,Тухла,2027 г.,9 етаж,Последен етаж
197623,"Люлин 5, София",Тристаен апартамент в София,119 кв.м,Тухла,2027 г.,8 етаж,Непоследен
202385,"Люлин 5, София",Тристаен апартамент в София,119 кв.м,Тухла,2027 г.,7 етаж,Непоследен
204766,"Люлин 5, София",Тристаен апартамент в София,119 кв.м,Тухла,2027 г.,6 етаж,Непоследен
203854,"Люлин 5, София",Тристаен апартамент в София,118 кв.м,Тухла,2027 г.,6 етаж,Непоследен
203854,"Люлин 5, София",Тристаен апартамент в София,118 кв.м,Тухла,2027 г.,5 етаж,Непоследен
223445,"Люлин 5, София",Тристаен апартамент в София,129 кв.м,Тухла,2027 г.,6 етаж,Непоследен
214351,"Люлин 5, София",Тристаен апартамент в София,129 кв.м,Тухла,2027 г.,3 етаж,Непоследен
188672,"Люлин 5, София",Тристаен апартамент в София,117 кв.м,Тухла,2027 г.,2 етаж,Непоследен
189520,"Люлин 5, София",Тристаен апартамент в София,118 кв.м,Тухла,2027 г.,2 етаж,Непоследен
185000,"Хаджи Димитър, София",Тристаен апартамент в София,90 кв.м,Панел,1980 г.,7 етаж,Непоследен
257000,"Лагера, София",Тристаен апартамент в София,90 кв.м,Тухла,1990 г.,2 етаж,Непоследен
219000,"Хладилника, София",Двустаен апартамент в София,70 кв.м,Тухла,2024 г.,4 етаж,Непоследен
225000,"Център, София",Двустаен апартамент в София,60 кв.м,Тухла,1960 г.,4 етаж,Непоследен
77000,"Модерно Предградие, София",Едностаен апартамент в София,55 кв.м,Тухла,2026 г.,Not Available,Непоследен
Not Available,"Младост 4, София",Мезонет,100 кв.м,Тухла,2008 г.,8 етаж,Последен етаж
93415,"Левски В, София",Двустаен апартамент в София,59 кв.м,Тухла,2027 г.,3 етаж,Непоследен
94733,"Левски В, София",Двустаен апартамент в София,60 кв.м,Тухла,2027 г.,5 етаж,Последен етаж
145404,"Левски В, София",Тристаен апартамент в София,91 кв.м,Тухла,2027 г.,3 етаж,Непоследен
145404,"Левски В, София",Тристаен апартамент в София,91 кв.м,Тухла,2027 г.,5 етаж,Последен етаж
98900,"Младост 1а, София",Едностаен апартамент в София,44 кв.м,Тухла,2025 г.,2 етаж,Непоследен
288000,"Кръстова Вада, София",Тристаен апартамент в София,161 кв.м,Тухла,Not Available,5 етаж,Последен етаж
143800,"Толстой, София",Двустаен апартамент в София,64 кв.м,Панел,1985 г.,1 етаж,Първи жилищен
Not Available,"Манастирски Ливади, София",Тристаен апартамент в София,190 кв.м,Тухла,2023 г.,3 етаж,Непоследен
225000,"Симеоново, София",Тристаен апартамент в София,105 кв.м,Тухла,2007 г.,3 етаж,Непоследен
139068,"Красна Поляна, София",Тристаен апартамент в София,77 кв.м,Тухла,2026 г.,8 етаж,Последен етаж
814999,"Манастирски Ливади, София",Многостаен апартамент в София,356 кв.м,Тухла,2010 г.,Not Available,Последен етаж
300000,"Люлин 8, София",Тристаен апартамент в София,100 кв.м,Тухла,1989 г.,4 етаж,Непоследен
145000,"Люлин 3, София",Двустаен апартамент в София,65.28 кв.м,Панел,Not Available,2 етаж,Not Available
217125,"Младост 4, София",Тристаен апартамент в София,97 кв.м,Тухла,Not Available,2 етаж,Непоследен
224415,"Младост 4, София",Тристаен апартамент в София,100 кв.м,Тухла,Not Available,6 етаж,Непоследен
253275,"Младост 4, София",Тристаен апартамент в София,114 кв.м,Тухла,Not Available,6 етаж,Непоследен
318803,"Младост 4, София",Тристаен апартамент в София,142 кв.м,Тухла,Not Available,8 етаж,Непоследен
195000,"Малинова Долина, София",Двустаен апартамент в София,64 кв.м,Тухла,2024 г.,6 етаж,Not Available
266398,"Витоша, София",Тристаен апартамент в София,109 кв.м,Тухла,Not Available,3 етаж,Последен етаж
368403,"Витоша, София",Тристаен апартамент в София,175 кв.м,Тухла,Not Available,4 етаж,Непоследен
435000,"Център, София",Тристаен апартамент в София,86 кв.м,Тухла,Not Available,5 етаж,Непоследен
600000,"Княжево, София",Мезонет,300 кв.м,Тухла,2025 г.,4 етаж,Not Available
600000,"Княжево, София",Многостаен апартамент в София,300 кв.м,Тухла,2025 г.,4 етаж,Not Available
290000,"Манастирски Ливади, София",Тристаен апартамент в София,120 кв.м,Тухла,2024 г.,2 етаж,Not Available
600000,"Карпузица, София",Многостаен апартамент в София,300 кв.м,Тухла,2025 г.,4 етаж,Not Available
119990,"Надежда 2, София",Двустаен апартамент в София,63 кв.м,Панел,1973 г.,2 етаж,Not Available
244900,"Хиподрума, София",Двустаен апартамент в София,60 кв.м,Тухла,1985 г.,6 етаж,Непоследен
315000,"Банишора, София",Многостаен апартамент в София,111 кв.м,Тухла,Not Available,2 етаж,Непоследен
186000,"Манастирски Ливади, София",Двустаен апартамент в София,86 кв.м,Тухла,2024 г.,1 етаж,Not Available
395000,"Медицинска академия, София",Мезонет,201 кв.м,Тухла,2010 г.,6 етаж,Непоследен
152920,"Подуяне, София",Двустаен апартамент в София,76 кв.м,Тухла,2026 г.,7 етаж,Непоследен
229136,"Подуяне, София",Тристаен апартамент в София,106 кв.м,Тухла,2026 г.,3 етаж,Непоследен
154000,"Център, София",Едностаен апартамент в София,69 кв.м,Тухла,2001 г.,2 етаж,Not Available
172500,"Овча Купел, София",Тристаен апартамент в София,108 кв.м,Тухла,2025 г.,2 етаж,Not Available
197600,"Малинова Долина, София",Двустаен апартамент в София,76 кв.м,Тухла,Not Available,3 етаж,Not Available
386000,"Малинова Долина, София",Многостаен апартамент в София,148.5 кв.м,Тухла,Not Available,6 етаж,Not Available
322400,"Малинова Долина, София",Тристаен апартамент в София,124 кв.м,Тухла,Not Available,2 етаж,Not Available
165088,"Кръстова Вада, София",Двустаен апартамент в София,62 кв.м,Тухла,2027 г.,2 етаж,Непоследен
214506,"Витоша, София",Тристаен апартамент в София,105 кв.м,Тухла,2025 г.,1 етаж,Партер
450000,"Център, София",Тристаен апартамент в София,90 кв.м,Тухла,1950 г.,4 етаж,Непоследен
126000,"Овча Купел, София",Двустаен апартамент в София,71.25 кв.м,Тухла,2025 г.,1 етаж,Непоследен
260602,"Хаджи Димитър, София",Тристаен апартамент в София,125 кв.м,Тухла,Not Available,4 етаж,Последен етаж
117892,"Обеля, София",Двустаен апартамент в София,73 кв.м,Тухла,Not Available,4 етаж,Последен етаж
124548,"Обеля, София",Тристаен апартамент в София,76 кв.м,Тухла,Not Available,4 етаж,Последен етаж
272615,"Овча Купел, София",Многостаен апартамент в София,156 кв.м,Тухла,Not Available,10 етаж,Последен етаж
123000,"Свобода, София",Двустаен апартамент в София,60 кв.м,Панел,Not Available,2 етаж,Непоследен
258485,"Малинова Долина, София",Тристаен апартамент в София,132 кв.м,Тухла,Not Available,6 етаж,Последен етаж
187418,"Малинова Долина, София",Двустаен апартамент в София,96 кв.м,Тухла,Not Available,2 етаж,Непоследен
218000,"в.з.Американски колеж, София",Двустаен апартамент в София,79 кв.м,Тухла,2025 г.,2 етаж,Непоследен
300000,"Овча Купел, София",Многостаен апартамент в София,183 кв.м,Тухла,2023 г.,4 етаж,Not Available
135800,"Овча Купел, София",Двустаен апартамент в София,66 кв.м,Тухла,2023 г.,1 етаж,Not Available
60000,"Орландовци, София",Едностаен апартамент в София,66 кв.м,Тухла,2000 г.,1 етаж,Not Available
60000,"Орландовци, София",Двустаен апартамент в София,66 кв.м,Тухла,2000 г.,1 етаж,Not Available
531700,"Оборище, София",Многостаен апартамент в София,176 кв.м,Тухла,2024 г.,3 етаж,Not Available
600000,"Карпузица, София",Мезонет,300 кв.м,Тухла,2025 г.,4 етаж,Not Available
213340,"Сухата река, София",Тристаен апартамент в София,106 кв.м,Тухла,2028 г.,8 етаж,Непоследен
223956,"Сухата река, София",Тристаен апартамент в София,124 кв.м,Тухла,2026 г.,2 етаж,Непоследен
348000,"Драгалевци, София",Тристаен апартамент в София,116 кв.м,Тухла,Not Available,3 етаж,Not Available
187872,"Люлин Център, София",Тристаен апартамент в София,118.42 кв.м,Тухла,Not Available,2 етаж,Not Available
159876,"Люлин Център, София",Двустаен апартамент в София,85.88 кв.м,Тухла,Not Available,3 етаж,Not Available
183575,"Бъкстон, София",Двустаен апартамент в София,93 кв.м,Тухла,2025 г.,8 етаж,Непоследен
198930,"Бъкстон, София",Тристаен апартамент в София,90 кв.м,Тухла,2025 г.,7 етаж,Непоследен
281000,"Гео Милев, София",Тристаен апартамент в София,61 кв.м,Тухла,1966 г.,3 етаж,Последен етаж
115000,"Люлин 3, София",Двустаен апартамент в София,64 кв.м,ЕПК/ПК,1986 г.,13 етаж,Непоследен
380000,"Хладилника, София",Многостаен апартамент в София,183 кв.м,Тухла,1995 г.,5 етаж,Непоследен
139500,"Обеля 2, София",Двустаен апартамент в София,65 кв.м,Панел,1986 г.,Not Available,Последен етаж
111990,"Малинова Долина, София",Двустаен апартамент в София,65 кв.м,Тухла,2026 г.,2 етаж,Непоследен
232115,"Малинова Долина, София",Многостаен апартамент в София,136 кв.м,Тухла,2027 г.,2 етаж,Непоследен
460000,"Хладилника, София",Тристаен апартамент в София,132 кв.м,Тухла,2024 г.,4 етаж,Непоследен
109999,"Красна Поляна, София",Двустаен апартамент в София,46 кв.м,ЕПК/ПК,1983 г.,13 етаж,Непоследен
940000,"Хладилника, София",Многостаен апартамент в София,242 кв.м,Тухла,Not Available,6 етаж,Not Available
124866,"Дианабад, София",Едностаен апартамент в София,50.97 кв.м,Тухла,Not Available,3 етаж,Not Available
410846,"Полигона, София",Тристаен апартамент в София,150.94 кв.м,Тухла,Not Available,9 етаж,Not Available
356624,"Полигона, София",Тристаен апартамент в София,145.57 кв.м,Тухла,Not Available,8 етаж,Not Available
229669,"Полигона, София",Двустаен апартамент в София,94.43 кв.м,Тухла,Not Available,6 етаж,Not Available
216607,"Полигона, София",Двустаен апартамент в София,94.18 кв.м,Тухла,Not Available,7 етаж,Not Available
265143,"Полигона, София",Тристаен апартамент в София,115.28 кв.м,Тухла,Not Available,1 етаж,Not Available
329532,"Полигона, София",Тристаен апартамент в София,126.57 кв.м,Тухла,Not Available,8 етаж,Not Available
350000,"Витоша, София",Тристаен апартамент в София,123 кв.м,Тухла,Not Available,5 етаж,Not Available
359000,"Витоша, София",Тристаен апартамент в София,123 кв.м,Тухла,Not Available,4 етаж,Not Available
166500,"Зона Б5, София",Двустаен апартамент в София,71 кв.м,Тухла,2024 г.,7 етаж,Not Available
271900,"Зона Б5, София",Тристаен апартамент в София,118 кв.м,Тухла,2024 г.,6 етаж,Not Available
163900,"Сердика, София",Двустаен апартамент в София,73 кв.м,Тухла,2024 г.,2 етаж,Непоследен
287400,"Сердика, София",Тристаен апартамент в София,116 кв.м,Тухла,2024 г.,13 етаж,Непоследен
174000,"Младост 3, София",Тристаен апартамент в София,63.09 кв.м,ЕПК/ПК,1994 г.,12 етаж,Непоследен
781848,"Кръстова Вада, София",Едностаен апартамент в София,325.77 кв.м,Тухла,2017 г.,Not Available,Непоследен
263000,"Кръстова Вада, София",Двустаен апартамент в София,83 кв.м,Тухла,Not Available,2 етаж,Непоследен
225000,"Кръстова Вада, София",Двустаен апартамент в София,70 кв.м,Тухла,Not Available,3 етаж,Непоследен
267592,"Кръстова Вада, София",Двустаен апартамент в София,83 кв.м,Тухла,Not Available,3 етаж,Непоследен
220030,"Люлин 2, София",Тристаен апартамент в София,112 кв.м,Тухла,Not Available,1 етаж,Непоследен
225370,"Люлин 2, София",Многостаен апартамент в София,130 кв.м,Тухла,Not Available,6 етаж,Непоследен
237380,"Люлин 2, София",Тристаен апартамент в София,113 кв.м,Тухла,Not Available,1 етаж,Непоследен
173400,"Зона Б5, София",Двустаен апартамент в София,61 кв.м,Тухла,2024 г.,7 етаж,Непоследен
125000,"Витоша, София",Двустаен апартамент в София,85 кв.м,Тухла,2024 г.,4 етаж,Непоследен
308933,"Малинова Долина, София",Многостаен апартамент в София,225 кв.м,Тухла,2025 г.,5 етаж,Последен етаж
119000,"Враждебна, София",Двустаен апартамент в София,70 кв.м,Тухла,2024 г.,4 етаж,Непоследен
186400,"Люлин 6, София",Тристаен апартамент в София,109 кв.м,Тухла,2025 г.,8 етаж,Последен етаж
132900,"Люлин 6, София",Двустаен апартамент в София,69 кв.м,Тухла,2025 г.,8 етаж,Последен етаж
203000,"Люлин 6, София",Тристаен апартамент в София,119 кв.м,Тухла,2025 г.,8 етаж,Последен етаж
307800,"Манастирски Ливади, София",Двустаен апартамент в София,81 кв.м,Тухла,2023 г.,10 етаж,Непоследен
330000,"Кръстова Вада, София",Тристаен апартамент в София,124 кв.м,Тухла,2026 г.,4 етаж,Последен етаж
143940,"Малинова Долина, София",Двустаен апартамент в София,75 кв.м,Тухла,2026 г.,2 етаж,Непоследен
140260,"Малинова Долина, София",Двустаен апартамент в София,73 кв.м,Тухла,2026 г.,2 етаж,Непоследен
163790,"Малинова Долина, София",Двустаен апартамент в София,71 кв.м,Тухла,2026 г.,1 етаж,Първи жилищен
142490,"Малинова Долина, София",Двустаен апартамент в София,74 кв.м,Тухла,2026 г.,4 етаж,Последен етаж
176000,"Люлин 6, София",Двустаен апартамент в София,71 кв.м,Тухла,2010 г.,3 етаж,Непоследен
325000,"Банишора, София",Многостаен апартамент в София,187 кв.м,Тухла,Not Available,6 етаж,Not Available
92000,"Левски, София",Двустаен апартамент в София,60 кв.м,Тухла,1994 г.,5 етаж,Последен етаж
109999,"Левски, София",Двустаен апартамент в София,61 кв.м,Тухла,1994 г.,4 етаж,Непоследен
170000,"Красна Поляна, София",Двустаен апартамент в София,65 кв.м,Панел,1968 г.,5 етаж,Непоследен
545000,"обл. София, София",Тристаен апартамент в София,165 кв.м,Тухла,2023 г.,5 етаж,Not Available
259862,"Кръстова Вада, София",Двустаен апартамент в София,61 кв.м,Тухла,2024 г.,3 етаж,Непоследен
200327,"Сердика, София",Тристаен апартамент в София,114 кв.м,Тухла,2025 г.,4 етаж,Not Available
240000,"Овча Купел 1, София",Тристаен апартамент в София,123 кв.м,Тухла,Not Available,3 етаж,Непоследен
276000,"Овча Купел 1, София",Многостаен апартамент в София,149 кв.м,Тухла,Not Available,3 етаж,Непоследен
128000,"Овча Купел 1, София",Двустаен апартамент в София,69 кв.м,Тухла,Not Available,3 етаж,Непоследен
143000,"Овча Купел 1, София",Двустаен апартамент в София,75 кв.м,Тухла,Not Available,2 етаж,Непоследен
139000,"Овча Купел 1, София",Двустаен апартамент в София,73 кв.м,Тухла,Not Available,2 етаж,Непоследен
276000,"Овча Купел 1, София",Многостаен апартамент в София,149 кв.м,Тухла,Not Available,2 етаж,Непоследен
226000,"Овча Купел 1, София",Тристаен апартамент в София,110 кв.м,Тухла,Not Available,11 етаж,Непоследен
168000,"Овча Купел 1, София",Двустаен апартамент в София,82 кв.м,Тухла,Not Available,11 етаж,Непоследен
139000,"Овча Купел 1, София",Двустаен апартамент в София,68 кв.м,Тухла,Not Available,11 етаж,Непоследен
242000,"Овча Купел 1, София",Тристаен апартамент в София,115 кв.м,Тухла,Not Available,10 етаж,Непоследен
164000,"Овча Купел 1, София",Двустаен апартамент в София,82 кв.м,Тухла,Not Available,10 етаж,Непоследен
242000,"Овча Купел 1, София",Тристаен апартамент в София,115 кв.м,Тухла,Not Available,9 етаж,Непоследен
221000,"Овча Купел 1, София",Тристаен апартамент в София,110 кв.м,Тухла,Not Available,9 етаж,Непоследен
164000,"Овча Купел 1, София",Двустаен апартамент в София,82 кв.м,Тухла,Not Available,9 етаж,Непоследен
133000,"Овча Купел 1, София",Двустаен апартамент в София,68 кв.м,Тухла,Not Available,9 етаж,Непоследен
220000,"Овча Купел 1, София",Тристаен апартамент в София,115 кв.м,Тухла,Not Available,8 етаж,Непоследен
156000,"Овча Купел 1, София",Двустаен апартамент в София,82 кв.м,Тухла,Not Available,8 етаж,Непоследен
206000,"Овча Купел 1, София",Тристаен апартамент в София,110 кв.м,Тухла,Not Available,6 етаж,Непоследен
221000,"Овча Купел 1, София",Тристаен апартамент в София,110 кв.м,Тухла,Not Available,8 етаж,Непоследен
221000,"Овча Купел 1, София",Тристаен апартамент в София,110 кв.м,Тухла,Not Available,7 етаж,Непоследен
235000,"Овча Купел 1, София",Тристаен апартамент в София,121 кв.м,Тухла,Not Available,3 етаж,Непоследен
134000,"Овча Купел 1, София",Двустаен апартамент в София,72 кв.м,Тухла,Not Available,3 етаж,Непоследен
205000,"Овча Купел 1, София",Тристаен апартамент в София,110 кв.м,Тухла,Not Available,2 етаж,Непоследен
160000,"Овча Купел 1, София",Двустаен апартамент в София,86 кв.м,Тухла,Not Available,2 етаж,Непоследен
340000,"Бояна, София",Тристаен апартамент в София,150 кв.м,Тухла,Not Available,2 етаж,Непоследен
305000,"Бояна, София",Тристаен апартамент в София,123 кв.м,Тухла,Not Available,2 етаж,Непоследен
142900,"Люлин 6, София",Двустаен апартамент в София,76 кв.м,Тухла,2025 г.,2 етаж,Непоследен
205000,"Люлин 6, София",Тристаен апартамент в София,117 кв.м,Тухла,2025 г.,2 етаж,Непоследен
209200,"Люлин 6, София",Тристаен апартамент в София,116 кв.м,Тухла,2025 г.,6 етаж,Непоследен
193500,"Люлин 6, София",Тристаен апартамент в София,107 кв.м,Тухла,2025 г.,8 етаж,Последен етаж
161900,"Люлин 6, София",Двустаен апартамент в София,84 кв.м,Тухла,2025 г.,6 етаж,Непоследен
196600,"Люлин 6, София",Тристаен апартамент в София,116 кв.м,Тухла,2025 г.,5 етаж,Непоследен
196600,"Люлин 6, София",Тристаен апартамент в София,116 кв.м,Тухла,2025 г.,3 етаж,Непоследен
202000,"Люлин 6, София",Тристаен апартамент в София,118 кв.м,Тухла,2025 г.,3 етаж,Непоследен
196100,"Люлин 6, София",Тристаен апартамент в София,115 кв.м,Тухла,2025 г.,2 етаж,Непоследен
199900,"Люлин 6, София",Тристаен апартамент в София,118 кв.м,Тухла,2025 г.,2 етаж,Непоследен
152000,"Люлин 6, София",Двустаен апартамент в София,83 кв.м,Тухла,2025 г.,2 етаж,Непоследен
111343,"Люлин 6, София",Двустаен апартамент в София,82 кв.м,Тухла,2026 г.,4 етаж,Непоследен
299900,"Малинова Долина, София",Тристаен апартамент в София,265 кв.м,Тухла,2025 г.,5 етаж,Последен етаж
256500,"Малинова Долина, София",Тристаен апартамент в София,172 кв.м,Тухла,2025 г.,5 етаж,Последен етаж
460000,"Лозенец, София",Тристаен апартамент в София,132 кв.м,Тухла,2007 г.,5 етаж,Непоследен
270000,"Зона Б5, София",Тристаен апартамент в София,93 кв.м,Тухла,1990 г.,6 етаж,Последен етаж
280000,"Борово, София",Двустаен апартамент в София,93.32 кв.м,Тухла,Not Available,2 етаж,Not Available
162843,"Връбница 2, София",Тристаен апартамент в София,95.79 кв.м,Тухла,Not Available,2 етаж,Not Available
139500,"Обеля 2, София",Двустаен апартамент в София,65 кв.м,Панел,1986 г.,7 етаж,Последен етаж
345650,"Манастирски Ливади, София",Тристаен апартамент в София,111 кв.м,Тухла,2022 г.,3 етаж,Непоследен
465540,"Оборище, София",Тристаен апартамент в София,138 кв.м,Тухла,2026 г.,7 етаж,Непоследен
176500,"Зона Б5, София",Двустаен апартамент в София,70 кв.м,Тухла,2022 г.,3 етаж,Непоследен
246480,"Оборище, София",Двустаен апартамент в София,64 кв.м,Тухла,2026 г.,12 етаж,Непоследен
119000,"Военна Рампа, София",Двустаен апартамент в София,60 кв.м,Тухла,2024 г.,7 етаж,Непоследен
121030,"Павлово, София",Едностаен апартамент в София,58 кв.м,Тухла,2025 г.,3 етаж,Непоследен
291500,"Център, София",Тристаен апартамент в София,83 кв.м,Тухла,1952 г.,1 етаж,Първи жилищен
280000,"Борово, София",Тристаен апартамент в София,93.32 кв.м,Тухла,Not Available,2 етаж,Not Available
167900,"Малинова Долина, София",Двустаен апартамент в София,73 кв.м,Тухла,2024 г.,3 етаж,Непоследен
317835,"Младост 4, София",Многостаен апартамент в София,141 кв.м,Тухла,Not Available,7 етаж,Непоследен
284820,"Овча Купел 2, София",Многостаен апартамент в София,142 кв.м,Тухла,Not Available,2 етаж,Непоследен
340000,"Иван Вазов, София",Тристаен апартамент в София,96 кв.м,Тухла,Not Available,3 етаж,Непоследен
300000,"Център, София",Двустаен апартамент в София,50 кв.м,Тухла,1962 г.,2 етаж,Непоследен
287200,"Младост 1, София",Тристаен апартамент в София,127 кв.м,Тухла,2025 г.,9 етаж,Not Available
101000,"Младост 1, София",Едностаен апартамент в София,46 кв.м,Тухла,2024 г.,2 етаж,Not Available
89700,"Младост 1, София",Едностаен апартамент в София,41 кв.м,Тухла,2025 г.,2 етаж,Not Available
103200,"Младост 1, София",Едностаен апартамент в София,47 кв.м,Тухла,2025 г.,2 етаж,Not Available
179000,"Младост 1, София",Двустаен апартамент в София,80 кв.м,Тухла,2025 г.,8 етаж,Not Available
229900,"Младост 1, София",Тристаен апартамент в София,76 кв.м,Панел,1970 г.,3 етаж,Not Available
264000,"Кръстова Вада, София",Двустаен апартамент в София,79 кв.м,Тухла,2024 г.,2 етаж,Not Available
274487,"Враждебна, София",Многостаен апартамент в София,157 кв.м,Тухла,2024 г.,4 етаж,Непоследен
161497,"Бояна, София",Двустаен апартамент в София,79 кв.м,Тухла,Not Available,2 етаж,Непоследен
300541,"Бояна, София",Тристаен апартамент в София,145 кв.м,Тухла,Not Available,1 етаж,Непоследен
159865,"Бояна, София",Двустаен апартамент в София,78 кв.м,Тухла,Not Available,2 етаж,Непоследен
164947,"Бояна, София",Двустаен апартамент в София,76 кв.м,Тухла,Not Available,3 етаж,Непоследен
319600,"Младост 4, София",Тристаен апартамент в София,96 кв.м,Тухла,Not Available,3 етаж,Непоследен
227400,"Младост 4, София",Двустаен апартамент в София,68 кв.м,Тухла,Not Available,8 етаж,Непоследен
219600,"Младост 4, София",Двустаен апартамент в София,65 кв.м,Тухла,Not Available,8 етаж,Непоследен
230500,"Младост 4, София",Двустаен апартамент в София,68 кв.м,Тухла,Not Available,8 етаж,Непоследен
282000,"Манастирски Ливади, София",Тристаен апартамент в София,118 кв.м,Тухла,Not Available,3 етаж,Непоследен
184896,"Манастирски Ливади, София",Двустаен апартамент в София,77.04 кв.м,Тухла,Not Available,1 етаж,Not Available
162808,"Манастирски Ливади, София",Двустаен апартамент в София,69.28 кв.м,Тухла,Not Available,Not Available,Not Available
175000,"Център, София",Двустаен апартамент в София,70 кв.м,Тухла,2023 г.,2 етаж,Непоследен
153300,"Младост 1, София",Двустаен апартамент в София,90 кв.м,Тухла,2025 г.,3 етаж,Непоследен
270000,"Овча Купел, София",Многостаен апартамент в София,196 кв.м,Тухла,2023 г.,6 етаж,Последен етаж
234000,"Овча Купел, София",Многостаен апартамент в София,113 кв.м,Тухла,2024 г.,7 етаж,Последен етаж
329385,"Овча Купел, София",Многостаен апартамент в София,188 кв.м,Тухла,Not Available,9 етаж,Непоследен
182037,"Банишора, София",Двустаен апартамент в София,73 кв.м,Тухла,Not Available,3 етаж,Непоследен
264926,"Банишора, София",Многостаен апартамент в София,120 кв.м,Тухла,Not Available,3 етаж,Непоследен
272915,"Бояна, София",Тристаен апартамент в София,116 кв.м,Тухла,Not Available,2 етаж,Непоследен
376158,"Бояна, София",Многостаен апартамент в София,161 кв.м,Тухла,Not Available,1 етаж,Непоследен
205000,"Бояна, София",Двустаен апартамент в София,83 кв.м,Тухла,Not Available,3 етаж,Непоследен
320000,"Бояна, София",Тристаен апартамент в София,129 кв.м,Тухла,Not Available,3 етаж,Непоследен
227000,"Сухата река, София",Тристаен апартамент в София,126 кв.м,Тухла,Not Available,1 етаж,Непоследен
217000,"Сухата река, София",Тристаен апартамент в София,114 кв.м,Тухла,Not Available,5 етаж,Непоследен
239000,"Сухата река, София",Тристаен апартамент в София,137 кв.м,Тухла,Not Available,4 етаж,Непоследен
212000,"Сухата река, София",Тристаен апартамент в София,125 кв.м,Тухла,Not Available,2 етаж,Непоследен
210000,"Сухата река, София",Тристаен апартамент в София,114 кв.м,Тухла,Not Available,2 етаж,Непоследен
370770,"Гоце Делчев, София",Тристаен апартамент в София,124 кв.м,Тухла,Not Available,2 етаж,Непоследен
214000,"Бояна, София",Двустаен апартамент в София,86 кв.м,Тухла,Not Available,4 етаж,Последен етаж
170000,"Бояна, София",Двустаен апартамент в София,68 кв.м,Тухла,Not Available,2 етаж,Непоследен
272000,"Бояна, София",Тристаен апартамент в София,109 кв.м,Тухла,Not Available,4 етаж,Непоследен
550000,"Център, София",Многостаен апартамент в София,207 кв.м,Тухла,Not Available,2 етаж,Непоследен
170000,"Бояна, София",Двустаен апартамент в София,66 кв.м,Тухла,2017 г.,1 етаж,Партер
216000,"Център, София",Тристаен апартамент в София,93 кв.м,Тухла,2026 г.,3 етаж,Not Available
274111,"Кръстова Вада, София",Тристаен апартамент в София,101.9 кв.м,Тухла,Not Available,5 етаж,Not Available
246255,"Малинова Долина, София",Многостаен апартамент в София,149.25 кв.м,Тухла,Not Available,2 етаж,Not Available
247529,"Кръстова Вада, София",Тристаен апартамент в София,97.07 кв.м,Тухла,Not Available,1 етаж,Not Available
650000,София,Многостаен апартамент в София,291.58 кв.м,Тухла,Not Available,6 етаж,Not Available
169260,"Кръстова Вада, София",Двустаен апартамент в София,65.1 кв.м,Тухла,Not Available,3 етаж,Not Available
158311,"Кръстова Вада, София",Двустаен апартамент в София,59.74 кв.м,Тухла,Not Available,4 етаж,Not Available
308993,"Малинова Долина, София",Многостаен апартамент в София,225.43 кв.м,Тухла,Not Available,5 етаж,Not Available
743942,"Дианабад, София",Мезонет,321 кв.м,Тухла,2022 г.,8 етаж,Непоследен
135000,"Гоце Делчев, София",Едностаен апартамент в София,50 кв.м,Тухла,Not Available,3 етаж,Непоследен
